State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Churn_binary,Total_charge,Avg_Day_Call_Duration,Avg_Eve_Call_Duration,Avg_Night_Call_Duration,Avg_Intl_Call_Duration,Cust_Serv_Call_Rate,TotalServices,EngagementScore,CS_Calls_x_DayCharge,IntlPlan_x_IntlMins,IsNewCustomer,IsPremium,Total_Minutes,Day_Min_Per_Call,Intl_Plan_Bin,Critical_Intl_Interaction,Log_Total_Minutes,Account_Length_Sq
MI,105,415,No,No,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,True,1,66.37,2.1405660377358493,2.366233766233766,1.905607476635514,5.8,0.0,1,105,0.0,0.0,0,1,624.6,2.140565835795676,0,0,6.4387111892311015,11025
AR,88,408,No,No,0,152.9,119,25.99,171.2,107,14.55,257.0,106,11.57,12.0,5,3.24,2,False,0,55.35,1.284873949579832,1.5999999999999999,2.4245283018867925,2.4,0.022727272727272728,1,88,51.98,0.0,0,0,593.1,1.2848738416072403,0,0,6.3870476553616955,7744
AK,86,408,No,No,0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1,False,0,65.28999999999999,1.7741176470588236,3.3625,2.376923076923077,12.5,0.011627906976744186,1,86,25.64,0.0,0,0,706.4,1.774117438339125,0,0,6.56159627677138,7396
NH,141,415,No,Yes,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1,True,1,90.12,3.5043478260869563,2.6467289719626166,1.8873873873873874,2.2333333333333334,0.0070921985815602835,2,282,54.81,0.0,0,1,821.8,3.5043474451796253,0,0,6.712713157778802,19881
NM,148,408,No,No,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2,False,0,61.19,1.037837837837838,3.0126436781609196,2.2777777777777777,3.266666666666667,0.013513513513513514,1,148,52.22,0.0,0,0,651.0,1.0378377677136643,0,0,6.480044561926653,21904
MN,163,408,No,Yes,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,False,0,58.31,2.3637362637362638,1.361764705882353,1.3412844036697247,6.2,0.012269938650306749,2,326,73.14,0.0,0,0,512.6,2.3637360039850543,0,0,6.2414447523757515,26569
IA,89,415,No,Yes,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1,False,0,55.28999999999999,1.614814814814815,1.9669999999999999,1.7216216216216218,3.9333333333333336,0.011235955056179775,2,178,29.65,0.0,0,0,510.3,1.6148146652949384,0,0,6.236956502085953,7921
RI,63,415,No,No,0,180.5,126,30.69,230.0,98,19.55,232.5,73,10.46,10.6,3,2.86,0,False,0,63.56,1.4325396825396826,2.3469387755102042,3.184931506849315,3.533333333333333,0.0,1,63,0.0,0.0,0,0,653.6,1.432539568846066,0,0,6.48402436206708,3969
AL,102,415,No,No,0,123.1,106,20.93,182.0,102,15.47,244.6,75,11.01,12.6,7,3.4,2,False,0,50.809999999999995,1.161320754716981,1.7843137254901962,3.2613333333333334,1.8,0.0196078431372549,1,102,41.86,0.0,0,0,562.3000000000001,1.1613206451584297,0,0,6.333812345900668,10404
SD,104,408,No,No,0,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6.0,6,1.62,2,False,0,56.39,2.176086956521739,1.3643678160919541,3.64,1.0,0.019230769230769232,1,104,68.06,0.0,0,0,561.5,2.1760867199905736,0,0,6.332391134078575,10816
MT,63,415,No,Yes,33,184.2,111,31.31,312.6,89,26.57,264.0,55,11.88,12.2,4,3.29,1,False,0,73.05,1.6594594594594594,3.512359550561798,4.8,3.05,0.015873015873015872,2,126,31.31,0.0,0,0,773.0,1.6594593099586206,0,0,6.651571873589727,3969
KY,105,415,No,Yes,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3,False,0,79.55000000000001,2.7747474747474747,1.6398305084745763,2.748623853211009,3.6,0.02857142857142857,2,210,140.10000000000002,0.0,0,1,778.5999999999999,2.77474719446998,0,0,6.6587809676334055,11025
DC,68,415,Yes,Yes,39,142.0,140,24.14,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05,1,False,0,61.31999999999999,1.0142857142857142,2.7146067415730335,4.194444444444445,2.2600000000000002,0.014705882352941176,3,204,24.14,11.3,0,0,696.9,1.0142856418367399,1,1,6.548075826023106,4624
CO,63,408,Yes,Yes,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10.0,4,2.7,1,False,0,50.49,1.5303030303030303,1.660674157303371,1.8456140350877193,2.5,0.015873015873015872,3,189,25.76,10.0,0,0,519.7,1.530302875726982,1,1,6.255174060168853,3969
KS,91,408,Yes,No,0,246.4,110,41.89,182.0,98,15.47,157.6,106,7.09,12.1,2,3.27,2,True,1,67.72,2.24,1.8571428571428572,1.4867924528301886,6.05,0.02197802197802198,2,182,83.78,12.1,0,1,598.1,2.2399997963636546,1,2,6.395428529089879,8281
NC,101,415,No,No,0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5,False,0,65.41000000000001,2.0412280701754386,1.5154471544715447,1.2565573770491805,1.9166666666666667,0.04950495049504951,1,101,197.8,0.0,0,1,583.9000000000001,2.0412278911203603,0,0,6.37144089244898,10201
SC,116,408,No,No,0,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,True,1,84.82000000000001,2.4,2.8422222222222224,2.3575757575757574,3.35,0.0,1,116,0.0,0.0,0,1,790.5999999999999,2.3999998000000167,0,0,6.67405621372841,13456
CO,131,415,No,Yes,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,False,0,65.84,1.1779310344827587,2.5451612903225804,2.945,12.7,0.007633587786259542,2,262,29.04,0.0,0,0,714.7,1.1779309532461413,0,0,6.573261084744552,17161
MN,84,415,No,No,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,False,0,65.98,1.8956140350877193,1.8457943925233644,2.0942307692307693,3.266666666666667,0.011904761904761904,1,84,36.74,0.0,0,0,641.2,1.8956138688058009,0,0,6.464899781655413,7056
WY,104,415,No,No,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,False,0,50.6,1.3869999999999998,3.713793103448276,1.676530612244898,1.225,0.019230769230769232,1,104,47.16,0.0,0,0,523.3000000000001,1.3869998613000136,0,0,6.262064039578488,10816
FL,108,510,No,No,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,False,0,70.0,1.8812499999999999,3.26986301369863,2.8177777777777777,1.8399999999999999,0.027777777777777776,1,108,107.46000000000001,0.0,0,0,712.2,1.881249832031265,0,0,6.569761885988985,11664
NY,111,415,No,No,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,False,0,58.949999999999996,1.5538461538461539,1.7373626373626374,2.1642276422764226,1.0777777777777777,0.0,1,111,0.0,0.0,0,0,615.8,1.5538460210388017,0,0,6.4245448222491195,12321
OK,155,408,No,Yes,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,False,0,45.67,0.5980582524271845,2.319090909090909,2.353125,2.48,0.0064516129032258064,2,310,10.47,0.0,0,0,555.0,0.5980581943632821,0,0,6.320768294250582,24025
ME,66,510,No,No,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,False,0,65.65,2.4435294117647057,1.7562499999999999,3.153012048192771,2.2666666666666666,0.015151515151515152,1,66,35.31,0.0,0,0,672.8999999999999,2.443529124290691,0,0,6.513081731952171,4356
NE,64,510,No,No,0,219.2,73,37.26,167.0,65,14.2,161.4,119,7.26,10.0,5,2.7,1,False,0,61.419999999999995,3.002739726027397,2.5692307692307694,1.3563025210084034,2.0,0.015625,1,64,37.26,0.0,0,1,557.6,3.0027393146932444,0,0,6.325433653511077,4096
OH,69,415,No,No,0,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,False,0,70.62,1.860655737704918,2.3306306306306306,1.950574712643678,8.9,0.028985507246376812,1,69,77.18,0.0,0,1,664.3,1.8606555851921651,0,0,6.500238066747841,4761
DC,101,415,No,No,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0,False,0,68.00000000000001,3.0630952380952383,1.6069565217391306,0.9990825688073395,1.9285714285714286,0.0,1,101,0.0,0.0,0,1,564.5,3.0630948734410866,0,0,6.3377102955561755,10201
OK,15,415,No,No,0,121.1,130,20.59,216.0,86,18.36,235.1,33,10.58,16.1,5,4.35,2,False,0,53.88,0.9315384615384615,2.511627906976744,7.124242424242424,3.22,0.13333333333333333,1,15,41.18,0.0,0,0,588.3000000000001,0.9315383898816623,0,0,6.378935391843868,225
NJ,88,415,No,No,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4,True,1,82.76,2.2169117647058822,3.5791666666666666,1.126271186440678,6.7,0.045454545454545456,1,88,205.04,0.0,0,1,705.5,2.216911601697676,0,0,6.560323202124582,7744
IA,197,415,No,No,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0,False,0,69.16999999999999,2.4364583333333334,1.9720720720720721,1.6779816513761467,3.1666666666666665,0.0,1,197,0.0,0.0,0,1,645.2,2.4364580795356168,0,0,6.471109053390398,38809
VA,50,415,Yes,No,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,True,1,54.120000000000005,0.9222222222222222,3.026470588235294,2.5999999999999996,2.283333333333333,0.04,2,100,33.86,13.7,0,0,583.2,0.9222221368312835,1,2,6.37024338995364,2500
VA,172,510,No,No,0,169.8,123,28.87,183.1,94,15.56,395.0,72,17.77,12.7,7,3.43,2,False,0,65.63000000000001,1.380487804878049,1.9478723404255318,5.486111111111111,1.8142857142857143,0.011627906976744186,1,172,57.74,0.0,0,0,760.6,1.380487692643277,0,0,6.635421483477155,29584
NM,188,415,Yes,Yes,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,True,1,60.779999999999994,1.7286956521739132,2.4865671641791045,1.6822033898305084,4.8,0.005319148936170213,3,564,33.8,14.4,0,0,578.3,1.7286955018525652,1,1,6.361820478102579,35344
FL,85,408,Yes,No,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,False,0,51.18999999999999,1.3511627906976744,1.8086614173228346,1.8733944954128439,3.3666666666666667,0.03529411764705882,2,170,59.25,10.1,0,0,560.1999999999999,1.3511626335857403,1,3,6.330077348228306,7225
RI,103,510,Yes,No,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,True,1,72.65,1.99921875,1.5315217391304348,2.376153846153846,6.05,0.009708737864077669,2,206,43.5,12.1,0,1,717.8000000000001,1.9992185938110474,1,1,6.577583154909404,10609
NJ,136,408,No,Yes,27,187.7,84,31.91,221.0,147,18.79,145.7,110,6.56,10.0,4,2.7,3,False,0,59.96000000000001,2.2345238095238096,1.5034013605442176,1.3245454545454545,2.5,0.022058823529411766,2,272,95.73,0.0,0,0,564.4,2.2345235435091015,0,0,6.33753344525949,18496
NE,155,408,No,Yes,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,False,0,57.769999999999996,2.1527472527472526,2.5464285714285717,0.7945945945945946,2.15,0.0,2,310,0.0,0.0,0,0,506.6,2.1527470161816464,0,0,6.2296937358402324,24025
WV,145,415,No,No,0,129.4,97,22.0,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,False,0,47.269999999999996,1.3340206185567012,1.8356435643564357,1.931132075471698,0.55,0.013793103448275862,1,145,44.0,0.0,0,0,520.6,1.3340204810288163,0,0,6.256901010612443,21025
WY,116,510,No,Yes,12,221.0,108,37.57,151.0,118,12.84,179.0,80,8.06,9.0,6,2.43,2,False,0,60.9,2.0462962962962963,1.2796610169491525,2.2375,1.5,0.017241379310344827,2,232,75.14,0.0,0,1,560.0,2.0462961068244345,0,0,6.329720905522696,13456
SC,152,408,No,No,0,140.5,92,23.89,186.8,96,15.88,227.0,89,10.22,9.5,5,2.57,2,False,0,52.56,1.5271739130434783,1.9458333333333335,2.550561797752809,1.9,0.013157894736842105,1,152,47.78,0.0,0,0,563.8,1.5271737470463318,0,0,6.336471686179032,23104
MS,65,415,Yes,No,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0,True,1,74.52000000000001,2.259349593495935,1.3910714285714287,3.6183098591549294,0.9199999999999999,0.0,2,130,0.0,9.2,0,1,699.8,2.259349409808991,1,0,6.552222539622182,4225
ND,180,415,No,No,0,224.9,105,38.23,250.0,101,21.25,216.1,73,9.72,6.7,5,1.81,3,True,1,71.01,2.1419047619047618,2.4752475247524752,2.9602739726027396,1.34,0.016666666666666666,1,180,114.69,0.0,0,1,697.7,2.141904557913852,0,0,6.549221465558405,32400
IL,67,415,No,No,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,False,0,48.970000000000006,0.9324786324786324,1.7532258064516129,1.3361702127659574,2.1333333333333333,0.0,1,67,0.0,0.0,0,0,527.6999999999999,0.9324785527796108,0,0,6.270421163241404,4489
OR,60,415,No,No,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0,False,0,60.489999999999995,1.906422018348624,1.1026785714285714,2.5356521739130438,0.6333333333333333,0.0,1,60,0.0,0.0,0,0,628.6000000000001,1.9064218434475373,0,0,6.445084697103193,3600
IA,44,415,No,No,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,True,1,76.19,2.2201438848920865,1.6042553191489364,3.0106060606060603,2.433333333333333,0.09090909090909091,1,44,209.84,0.0,0,1,665.4,2.220143725169516,0,0,6.5018900908526325,1936
ME,25,510,No,No,0,242.6,69,41.24,209.0,117,17.77,219.7,82,9.89,14.4,6,3.89,2,False,0,72.79,3.5159420289855072,1.7863247863247864,2.6792682926829268,2.4,0.08,1,25,82.48,0.0,0,1,685.6999999999999,3.515941519428765,0,0,6.531897515626631,625
WY,145,408,No,No,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,False,0,62.95,2.8,1.340776699029126,2.300917431192661,1.0999999999999999,0.006896551724137931,1,145,39.03,0.0,0,1,621.8,2.7999996585366267,0,0,6.434225439959843,21025
WI,122,510,No,Yes,28,166.0,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,False,0,57.82999999999999,2.6774193548387095,2.6579545454545457,2.025,2.566666666666667,0.01639344262295082,2,244,56.44,0.0,0,0,577.7,2.6774189229969476,0,0,6.360784208579793,14884
SC,121,415,No,No,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,True,1,54.66,1.1492063492063493,2.446341463414634,2.577777777777778,1.4777777777777779,0.0,1,121,0.0,0.0,0,0,567.5,1.1492062579995035,0,0,6.343001313190591,14641
DC,55,510,Yes,No,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,False,0,36.35999999999999,1.3779220779220778,1.235,1.047826086956522,4.3,0.0,2,110,0.0,12.9,0,0,338.9,1.377921898971182,1,0,5.828651456702071,3025
CT,77,415,No,No,0,221.8,84,37.71,166.0,125,14.11,210.2,72,9.46,13.2,4,3.56,1,False,0,64.84,2.6404761904761904,1.328,2.9194444444444443,3.3,0.012987012987012988,1,77,37.71,0.0,0,1,611.2,2.6404758761338245,0,0,6.417059026511312,5929
OR,12,415,No,No,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,False,0,63.68,2.0877551020408163,2.361111111111111,1.916842105263158,1.4000000000000001,0.16666666666666666,1,12,69.56,0.0,1,0,609.0,2.087754889004603,0,0,6.413458957167357,144
OR,64,510,No,No,0,213.5,93,36.3,166.6,114,14.16,122.0,78,5.49,14.1,3,3.81,3,False,0,59.76,2.295698924731183,1.4614035087719297,1.564102564102564,4.7,0.046875,1,64,108.89999999999999,0.0,0,0,516.2,2.2956986778818624,0,0,6.248429646897702,4096
NV,92,415,No,Yes,44,152.0,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2,False,0,59.220000000000006,1.6,3.765753424657534,1.3421487603305786,10.0,0.021739130434782608,2,184,51.68,0.0,0,0,599.3,1.599999831578965,0,0,6.3974295302577975,8464
MN,125,415,Yes,Yes,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17.0,6,4.59,1,True,1,75.07000000000001,3.2197530864197534,1.4616071428571427,2.322222222222222,2.8333333333333335,0.008,3,375,44.34,17.0,0,1,713.2,3.2197526889194212,1,1,6.571163035160348,15625
OK,160,408,No,No,0,166.4,117,28.29,317.0,129,26.95,160.4,121,7.22,10.0,2,2.7,1,False,0,65.16,1.4222222222222223,2.4573643410852712,1.3256198347107437,5.0,0.00625,1,160,28.29,0.0,0,0,653.8,1.4222221006647777,0,0,6.48432984549698,25600
KS,79,415,No,No,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,False,0,58.63,2.1433734939759037,1.9916666666666667,1.5753521126760563,1.9,0.0,1,79,0.0,0.0,0,0,584.1000000000001,2.1433732357381645,0,0,6.371782772794191,6241
RI,36,415,No,No,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7.0,7,1.89,3,False,0,70.28,2.4237113402061854,1.8923076923076925,2.360909090909091,1.0,0.08333333333333333,1,36,119.91,0.0,0,1,698.5999999999999,2.423711090339063,0,0,6.550508743144447,1296
IL,138,408,Yes,No,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,False,0,72.28999999999999,3.3135802469135798,1.5165217391304349,2.015625,2.9,0.007246376811594203,2,276,45.63,11.6,0,1,647.9,3.313579837829649,1,1,6.4752786216271225,19044
WI,72,408,No,No,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,False,0,53.53,1.5920353982300885,1.3375000000000001,2.1291139240506327,1.4000000000000001,0.027777777777777776,1,72,61.16,0.0,0,0,507.70000000000005,1.5920352573420127,0,0,6.231858451828719,5184
MI,74,415,No,No,0,314.1,86,53.4,222.4,99,18.9,259.0,121,11.66,12.3,5,3.32,3,True,1,87.27999999999999,3.652325581395349,2.2464646464646467,2.1404958677685952,2.46,0.04054054054054054,1,74,160.2,0.0,0,1,807.8,3.6523251567063775,0,0,6.695551667706262,5476
MI,134,415,No,Yes,41,162.0,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0,False,0,65.55,1.975609756097561,4.216883116883117,1.4294642857142856,2.38,0.0,2,268,0.0,0.0,0,0,658.6999999999999,1.9756095151695712,0,0,6.491785186228825,17956
MA,145,415,No,No,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,False,0,66.75999999999999,1.9752808988764046,2.305042016806723,3.2840579710144926,3.1,0.006896551724137931,1,145,29.89,0.0,0,0,689.1,1.9752806769347555,0,0,6.536836514626557,21025
AL,136,510,No,No,0,109.4,91,18.6,207.5,111,17.64,135.0,107,6.08,11.6,5,3.13,0,False,0,45.45,1.2021978021978024,1.8693693693693694,1.2616822429906542,2.32,0.0,1,136,0.0,0.0,0,0,463.5,1.2021976700881682,0,0,6.140961558253893,18496
WI,66,415,Yes,No,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3,False,0,64.35999999999999,2.4845238095238096,1.969318181818182,2.4738317757009343,2.766666666666667,0.045454545454545456,2,132,106.44,8.3,0,0,655.0,2.4845235137472006,1,3,6.486160788944089,4356
VT,152,510,No,Yes,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1,False,0,54.5,1.987037037037037,1.1780487804878048,1.1772413793103447,1.58,0.006578947368421052,2,304,36.48,0.0,0,0,489.79999999999995,1.9870368530521432,0,0,6.196036712836756,23104
CT,162,408,No,No,0,49.2,121,8.36,143.9,136,12.23,203.0,97,9.14,12.1,13,3.27,1,False,0,33.0,0.40661157024793393,1.0580882352941177,2.0927835051546393,0.9307692307692308,0.006172839506172839,1,162,8.36,0.0,0,0,408.20000000000005,0.40661153664367466,0,0,6.014204034077472,26244
OR,72,510,No,No,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2,False,0,48.75000000000001,1.062406015037594,1.4052083333333334,2.345360824742268,3.733333333333333,0.027777777777777776,1,72,48.04,0.0,0,0,514.9000000000001,1.0624059351574486,0,0,6.245912948250605,5184
HI,101,415,No,No,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,False,0,72.82000000000001,2.844943820224719,2.086842105263158,1.815294117647059,1.3857142857142857,0.039603960396039604,1,101,172.16,0.0,0,1,655.1000000000001,2.844943500568146,0,0,6.486313216350832,10201
WV,125,415,No,No,0,206.0,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,False,0,61.54,1.609375,2.7901408450704226,1.1715517241379312,4.3999999999999995,0.0,1,125,0.0,0.0,0,0,553.2,1.609374874267588,0,0,6.317525632428878,15625
RI,46,408,No,No,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9.0,2,2.43,2,False,0,30.48,0.38476190476190475,2.07710843373494,1.6303370786516853,4.5,0.043478260869565216,1,46,13.74,0.0,0,0,366.9,0.3847618681179173,0,0,5.907811162110729,2116
MI,132,408,No,No,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,True,1,80.44,2.8,1.7742424242424242,2.203448275862069,2.966666666666667,0.007575757575757576,1,132,49.5,0.0,0,1,725.9999999999999,2.7999997307692563,0,0,6.588926477533519,17424
ME,193,415,No,Yes,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7.0,11.7,3,3.16,0,False,0,32.86,1.2275862068965517,1.1876190476190476,1.4398148148148149,3.9,0.0,2,386,0.0,0.0,0,0,363.09999999999997,1.227585995243794,0,0,5.897428555181388,37249
WV,63,510,No,No,0,261.8,69,44.51,245.0,135,20.83,202.1,94,9.09,14.7,4,3.97,0,True,1,78.4,3.794202898550725,1.8148148148148149,2.15,3.675,0.0,1,63,0.0,0.0,0,1,723.6,3.7942023486663263,0,0,6.585619778460977,3969
NE,124,510,No,No,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10.0,3,2.7,1,False,0,65.65,1.4276119402985075,2.314159292035398,1.6423423423423424,3.3333333333333335,0.008064516129032258,1,124,32.52,0.0,0,0,645.1,1.427611833760311,0,0,6.47095429056412,15376
DC,144,415,No,No,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,False,0,57.8,1.3198019801980199,2.0118110236220472,3.361764705882353,5.8,0.0,1,144,0.0,0.0,0,0,629.0,1.3198018495245694,0,0,6.4457198193855785,20736
NH,97,408,No,Yes,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,False,0,79.62,3.0440860215053767,1.8918367346938776,4.01025641025641,0.7625,0.010309278350515464,2,194,48.13,0.0,0,1,787.4,3.044085694184334,0,0,6.670005575278565,9409
WV,137,510,No,Yes,50,186.5,94,31.71,178.0,106,15.13,215.6,100,9.7,12.1,4,3.27,2,False,0,59.81000000000001,1.9840425531914894,1.679245283018868,2.156,3.025,0.014598540145985401,2,274,63.42,0.0,0,0,592.2,1.984042342123155,0,0,6.385531610263777,18769
IL,142,415,No,Yes,38,163.3,104,27.76,136.0,114,11.56,249.1,127,11.21,4.3,6,1.16,0,False,0,51.69,1.5701923076923079,1.1929824561403508,1.9614173228346456,0.7166666666666667,0.0,2,284,0.0,0.0,0,0,552.6999999999999,1.5701921567122927,0,0,6.316623023828921,20164
NH,119,415,No,Yes,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10.0,6,2.7,1,False,0,61.25000000000001,1.6190909090909091,2.128,1.8398373983739837,1.6666666666666667,0.008403361344537815,2,238,30.28,0.0,0,0,627.2,1.6190907619008397,0,0,6.4428585871045465,14161
MI,158,415,No,No,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,False,0,57.25,1.9019417475728155,0.9378947368421052,3.6853658536585363,3.4333333333333336,0.006329113924050633,1,158,33.3,0.0,0,0,597.5,1.9019415629182947,0,0,6.394426524998027,24964
ND,50,415,No,No,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1,False,0,71.13000000000001,2.325196850393701,1.274,1.5885714285714287,1.5999999999999999,0.02,1,50,50.2,0.0,0,1,599.1,2.325196667307349,0,0,6.397096307995467,2500
LA,98,408,No,No,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,False,0,46.309999999999995,1.6597560975609755,1.3245762711864408,1.913253012048193,2.02,0.02040816326530612,1,98,46.28,0.0,0,0,461.3,1.65975589515172,0,0,6.1362140309941795,9604
HI,101,415,No,Yes,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13.0,9,3.51,2,False,0,44.56999999999999,1.2010526315789474,1.877906976744186,1.9588888888888891,1.4444444444444444,0.019801980198019802,2,202,38.8,0.0,0,0,464.90000000000003,1.2010525051523677,0,0,6.143971018822751,10201
WV,51,408,No,No,0,169.3,111,28.78,139.5,69,11.86,197.0,87,8.87,12.0,3,3.24,0,False,0,52.75,1.5252252252252254,2.0217391304347827,2.264367816091954,4.0,0.0,1,51,0.0,0.0,0,0,517.8,1.5252250878175597,0,0,6.251518452442289,2601
NC,117,510,No,No,0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,9.9,1,2.67,2,False,0,57.540000000000006,2.2808510638297874,0.9261744966442953,1.4578431372549019,9.9,0.017094017094017096,1,117,72.9,0.0,0,0,510.99999999999994,2.2808508211860827,0,0,6.238324625039508,13689
PA,92,415,Yes,No,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,False,0,66.93,2.0464,1.2855855855855856,1.7940594059405939,3.9,0.0,2,184,0.0,11.7,0,1,591.4000000000001,2.046399836288013,1,0,6.384182082393644,8464
MI,86,408,No,No,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,False,0,58.580000000000005,2.0873239436619717,3.1329670329670334,1.0735483870967741,2.066666666666667,0.023255813953488372,1,86,50.38,0.0,0,0,605.9000000000001,2.087323649672725,0,0,6.40836403284181,7396
